Scheduling Policy,ClusterTarget,SMTarget,faultID,X,Y,Golden,GoldenHexa,Faulty, FaultyHexa
GlobalRoundRobin,0,0,14,76,58,34.46875,0x504f,13.4296875,0x4ab7
GlobalRoundRobin,0,0,14,76,62,32.1875,0x5006,15.109375,0x4b8e
GlobalRoundRobin,0,0,14,92,106,28.921875,0x4f3b,13.8828125,0x4af1
GlobalRoundRobin,0,0,14,92,110,31.0625,0x4fc4,14.515625,0x4b42
GlobalRoundRobin,0,0,14,108,10,28.625,0x4f28,15.3984375,0x4bb3
GlobalRoundRobin,0,0,14,108,14,33.125,0x5024,15.6640625,0x4bd5
Greedy,0,0,14,12,10,30.5625,0x4fa4,16.859375,0x4c37
Greedy,0,0,14,12,14,33.40625,0x502d,14.9609375,0x4b7b
Greedy,0,0,14,12,74,33.375,0x502c,17.171875,0x4c4b
Greedy,0,0,14,12,78,30.859375,0x4fb7,14.7890625,0x4b65
Greedy,0,0,14,60,58,30.25,0x4f90,11.8671875,0x49ef
Greedy,0,0,14,60,62,29.578125,0x4f65,13.09375,0x4a8c
Greedy,0,0,14,92,58,33.0,0x5020,12.9921875,0x4a7f
Greedy,0,0,14,92,62,32.8125,0x501a,14.984375,0x4b7e
DistributedCTA,0,0,14,12,10,30.5625,0x4fa4,16.859375,0x4c37
DistributedCTA,0,0,14,12,14,33.40625,0x502d,14.9609375,0x4b7b
DistributedCTA,0,0,14,12,74,33.375,0x502c,17.171875,0x4c4b
DistributedCTA,0,0,14,12,78,30.859375,0x4fb7,14.7890625,0x4b65
DistributedCTA,0,0,14,28,42,33.59375,0x5033,15.6953125,0x4bd9
DistributedCTA,0,0,14,28,46,31.03125,0x4fc2,13.1015625,0x4a8d
DistributedCTA,0,0,14,28,90,32.03125,0x5001,14.03125,0x4b04
DistributedCTA,0,0,14,28,94,33.75,0x5038,15.296875,0x4ba6
DistributedCTA,0,0,14,44,42,33.0,0x5020,18.71875,0x4cae
DistributedCTA,0,0,14,44,46,28.765625,0x4f31,14.6953125,0x4b59
DistributedCTA,0,0,14,60,58,30.25,0x4f90,11.8671875,0x49ef
DistributedCTA,0,0,14,60,62,29.578125,0x4f65,13.09375,0x4a8c
DistributedCTA,0,0,14,60,106,26.921875,0x4ebb,13.875,0x4af0
DistributedCTA,0,0,14,60,110,25.875,0x4e78,12.78125,0x4a64
DistributedBlock,0,0,14,12,10,30.5625,0x4fa4,16.859375,0x4c37
DistributedBlock,0,0,14,12,14,33.40625,0x502d,14.9609375,0x4b7b
DistributedBlock,0,0,14,12,26,30.484375,0x4f9f,18.28125,0x4c92
DistributedBlock,0,0,14,12,30,29.859375,0x4f77,14.8359375,0x4b6b
DistributedBlock,0,0,14,28,106,29.84375,0x4f76,13.84375,0x4aec
DistributedBlock,0,0,14,28,110,30.859375,0x4fb7,13.65625,0x4ad4
DistributedBlock,0,0,14,44,74,31.28125,0x4fd2,16.703125,0x4c2d
DistributedBlock,0,0,14,44,78,30.6875,0x4fac,16.09375,0x4c06
DistributedBlock,0,0,14,44,90,31.828125,0x4ff5,17.109375,0x4c47
DistributedBlock,0,0,14,44,94,30.03125,0x4f82,17.46875,0x4c5e
DistributedBlock,0,0,14,60,42,29.875,0x4f78,15.0078125,0x4b81
DistributedBlock,0,0,14,60,46,27.484375,0x4edf,12.0625,0x4a08
DistributedBlock,0,0,14,60,58,30.25,0x4f90,11.8671875,0x49ef
DistributedBlock,0,0,14,60,62,29.578125,0x4f65,13.09375,0x4a8c
TwoLevelRoundRobin,0,0,15,53,27,31.09375,0x4fc6,32.25,0x5008
TwoLevelRoundRobin,0,0,15,53,31,29.34375,0x4f56,29.625,0x4f68
Greedy,0,0,15,53,59,27.875,0x4ef8,28.828125,0x4f35
Greedy,0,0,15,53,63,28.515625,0x4f21,28.859375,0x4f37
DistributedCTA,0,0,15,53,59,27.875,0x4ef8,28.828125,0x4f35
DistributedCTA,0,0,15,53,63,28.515625,0x4f21,28.859375,0x4f37
DistributedCTA,0,0,15,53,107,29.484375,0x4f5f,30.046875,0x4f83
DistributedCTA,0,0,15,53,111,32.375,0x500c,33.125,0x5024
DistributedBlock,0,0,15,53,43,30.15625,0x4f8a,30.21875,0x4f8e
DistributedBlock,0,0,15,53,47,28.875,0x4f38,29.90625,0x4f7a
DistributedBlock,0,0,15,53,59,27.875,0x4ef8,28.828125,0x4f35
DistributedBlock,0,0,15,53,63,28.515625,0x4f21,28.859375,0x4f37
TwoLevelRoundRobin,0,0,16,10,10,25.71875,0x4e6e,18.5625,0x4ca4
TwoLevelRoundRobin,0,0,16,10,14,27.09375,0x4ec6,20.796875,0x4d33
TwoLevelRoundRobin,0,0,16,26,10,29.09375,0x4f46,19.890625,0x4cf9
TwoLevelRoundRobin,0,0,16,26,14,30.3125,0x4f94,22.078125,0x4d85
TwoLevelRoundRobin,0,0,16,42,90,28.515625,0x4f21,21.78125,0x4d72
TwoLevelRoundRobin,0,0,16,42,94,29.25,0x4f50,22.34375,0x4d96
TwoLevelRoundRobin,0,0,16,58,26,31.140625,0x4fc9,24.046875,0x4e03
TwoLevelRoundRobin,0,0,16,58,30,30.390625,0x4f99,22.0,0x4d80
TwoLevelRoundRobin,0,0,16,74,58,34.09375,0x5043,25.796875,0x4e73
TwoLevelRoundRobin,0,0,16,74,62,31.109375,0x4fc7,23.90625,0x4dfa
TwoLevelRoundRobin,0,0,16,106,58,30.21875,0x4f8e,21.046875,0x4d43
TwoLevelRoundRobin,0,0,16,106,62,27.75,0x4ef0,19.84375,0x4cf6
GlobalRoundRobin,0,0,16,10,10,25.71875,0x4e6e,18.5625,0x4ca4
GlobalRoundRobin,0,0,16,10,14,27.09375,0x4ec6,20.796875,0x4d33
GlobalRoundRobin,0,0,16,26,10,29.09375,0x4f46,19.890625,0x4cf9
GlobalRoundRobin,0,0,16,26,14,30.3125,0x4f94,22.078125,0x4d85
GlobalRoundRobin,0,0,16,42,74,29.5625,0x4f64,21.25,0x4d50
GlobalRoundRobin,0,0,16,42,78,30.421875,0x4f9b,23.828125,0x4df5
GlobalRoundRobin,0,0,16,74,58,34.09375,0x5043,25.796875,0x4e73
GlobalRoundRobin,0,0,16,74,62,31.109375,0x4fc7,23.90625,0x4dfa
GlobalRoundRobin,0,0,16,90,106,26.90625,0x4eba,19.046875,0x4cc3
GlobalRoundRobin,0,0,16,90,110,28.15625,0x4f0a,20.0625,0x4d04
GlobalRoundRobin,0,0,16,106,10,28.875,0x4f38,19.9375,0x4cfc
GlobalRoundRobin,0,0,16,106,14,28.953125,0x4f3d,20.40625,0x4d1a
Greedy,0,0,16,10,10,25.71875,0x4e6e,18.5625,0x4ca4
Greedy,0,0,16,10,14,27.09375,0x4ec6,20.796875,0x4d33
Greedy,0,0,16,10,74,27.671875,0x4eeb,20.625,0x4d28
Greedy,0,0,16,10,78,28.171875,0x4f0b,22.078125,0x4d85
Greedy,0,0,16,58,58,33.34375,0x502b,25.546875,0x4e63
Greedy,0,0,16,58,62,32.28125,0x5009,24.5625,0x4e24
Greedy,0,0,16,90,58,32.125,0x5004,22.828125,0x4db5
Greedy,0,0,16,90,62,30.5625,0x4fa4,22.09375,0x4d86
DistributedCTA,0,0,16,10,10,25.71875,0x4e6e,18.5625,0x4ca4
DistributedCTA,0,0,16,10,14,27.09375,0x4ec6,20.796875,0x4d33
DistributedCTA,0,0,16,10,74,27.671875,0x4eeb,20.625,0x4d28
DistributedCTA,0,0,16,10,78,28.171875,0x4f0b,22.078125,0x4d85
DistributedCTA,0,0,16,26,42,29.1875,0x4f4c,20.484375,0x4d1f
DistributedCTA,0,0,16,26,46,29.234375,0x4f4f,20.84375,0x4d36
DistributedCTA,0,0,16,26,90,29.5,0x4f60,22.296875,0x4d93
DistributedCTA,0,0,16,26,94,30.0,0x4f80,22.25,0x4d90
DistributedCTA,0,0,16,42,42,30.421875,0x4f9b,22.390625,0x4d99
DistributedCTA,0,0,16,42,46,30.0625,0x4f84,22.453125,0x4d9d
DistributedCTA,0,0,16,58,58,33.34375,0x502b,25.546875,0x4e63
DistributedCTA,0,0,16,58,62,32.28125,0x5009,24.5625,0x4e24
DistributedCTA,0,0,16,58,106,29.21875,0x4f4e,22.765625,0x4db1
DistributedCTA,0,0,16,58,110,28.984375,0x4f3f,21.515625,0x4d61
DistributedBlock,0,0,16,10,10,25.71875,0x4e6e,18.5625,0x4ca4
DistributedBlock,0,0,16,10,14,27.09375,0x4ec6,20.796875,0x4d33
DistributedBlock,0,0,16,10,26,27.671875,0x4eeb,20.84375,0x4d36
DistributedBlock,0,0,16,10,30,26.8125,0x4eb4,20.015625,0x4d01
DistributedBlock,0,0,16,26,106,27.53125,0x4ee2,20.109375,0x4d07
DistributedBlock,0,0,16,26,110,27.453125,0x4edd,19.59375,0x4ce6
DistributedBlock,0,0,16,42,74,29.5625,0x4f64,21.25,0x4d50
DistributedBlock,0,0,16,42,78,30.421875,0x4f9b,23.828125,0x4df5
DistributedBlock,0,0,16,42,90,28.515625,0x4f21,21.78125,0x4d72
DistributedBlock,0,0,16,42,94,29.25,0x4f50,22.34375,0x4d96
DistributedBlock,0,0,16,58,42,32.0625,0x5002,24.90625,0x4e3a
DistributedBlock,0,0,16,58,46,30.40625,0x4f9a,23.375,0x4dd8
DistributedBlock,0,0,16,58,58,33.34375,0x502b,25.546875,0x4e63
DistributedBlock,0,0,16,58,62,32.28125,0x5009,24.5625,0x4e24
TwoLevelRoundRobin,0,0,17,9,9,34.9375,0x505e,34.90625,0x505d
TwoLevelRoundRobin,0,0,17,41,89,29.78125,0x4f72,29.796875,0x4f73
TwoLevelRoundRobin,0,0,17,41,93,31.125,0x4fc8,31.078125,0x4fc5
TwoLevelRoundRobin,0,0,17,57,29,30.40625,0x4f9a,30.421875,0x4f9b
TwoLevelRoundRobin,0,0,17,105,61,29.578125,0x4f65,29.59375,0x4f66
GlobalRoundRobin,0,0,17,9,9,34.9375,0x505e,34.90625,0x505d
GlobalRoundRobin,0,0,17,89,109,32.03125,0x5001,32.0625,0x5002
GlobalRoundRobin,0,0,17,105,9,30.796875,0x4fb3,30.828125,0x4fb5
GlobalRoundRobin,0,0,17,105,13,29.859375,0x4f77,29.84375,0x4f76
Greedy,0,0,17,9,9,34.9375,0x505e,34.90625,0x505d
Greedy,0,0,17,57,57,29.953125,0x4f7d,29.9375,0x4f7c
Greedy,0,0,17,89,57,32.125,0x5004,32.09375,0x5003
DistributedCTA,0,0,17,9,9,34.9375,0x505e,34.90625,0x505d
DistributedCTA,0,0,17,25,41,30.328125,0x4f95,30.34375,0x4f96
DistributedCTA,0,0,17,25,45,33.8125,0x503a,33.84375,0x503b
DistributedCTA,0,0,17,25,89,30.265625,0x4f91,30.28125,0x4f92
DistributedCTA,0,0,17,41,41,30.375,0x4f98,30.328125,0x4f95
DistributedCTA,0,0,17,57,57,29.953125,0x4f7d,29.9375,0x4f7c
DistributedCTA,0,0,17,57,105,30.609375,0x4fa7,30.578125,0x4fa5
DistributedCTA,0,0,17,57,109,28.421875,0x4f1b,28.40625,0x4f1a
DistributedBlock,0,0,17,9,9,34.9375,0x505e,34.90625,0x505d
DistributedBlock,0,0,17,25,105,31.328125,0x4fd5,31.3125,0x4fd4
DistributedBlock,0,0,17,25,109,32.15625,0x5005,32.125,0x5004
DistributedBlock,0,0,17,41,89,29.78125,0x4f72,29.796875,0x4f73
DistributedBlock,0,0,17,41,93,31.125,0x4fc8,31.078125,0x4fc5
DistributedBlock,0,0,17,57,41,31.71875,0x4fee,31.6875,0x4fec
DistributedBlock,0,0,17,57,45,30.640625,0x4fa9,30.65625,0x4faa
DistributedBlock,0,0,17,57,57,29.953125,0x4f7d,29.9375,0x4f7c
TwoLevelRoundRobin,0,0,18,10,11,29.546875,0x4f63,29.53125,0x4f62
TwoLevelRoundRobin,0,0,18,10,15,27.03125,0x4ec2,27.046875,0x4ec3
TwoLevelRoundRobin,0,0,18,26,11,29.953125,0x4f7d,29.96875,0x4f7e
TwoLevelRoundRobin,0,0,18,106,63,27.953125,0x4efd,27.984375,0x4eff
GlobalRoundRobin,0,0,18,10,11,29.546875,0x4f63,29.53125,0x4f62
GlobalRoundRobin,0,0,18,10,15,27.03125,0x4ec2,27.046875,0x4ec3
GlobalRoundRobin,0,0,18,26,11,29.953125,0x4f7d,29.96875,0x4f7e
GlobalRoundRobin,0,0,18,42,79,30.859375,0x4fb7,30.828125,0x4fb5
GlobalRoundRobin,0,0,18,90,111,31.390625,0x4fd9,31.40625,0x4fda
GlobalRoundRobin,0,0,18,106,11,29.578125,0x4f65,29.65625,0x4f6a
Greedy,0,0,18,10,11,29.546875,0x4f63,29.53125,0x4f62
Greedy,0,0,18,10,15,27.03125,0x4ec2,27.046875,0x4ec3
Greedy,0,0,18,10,79,28.25,0x4f10,28.28125,0x4f12
Greedy,0,0,18,58,63,34.03125,0x5041,34.0625,0x5042
Greedy,0,0,18,90,59,29.03125,0x4f42,29.046875,0x4f43
Greedy,0,0,18,90,63,29.609375,0x4f67,29.625,0x4f68
DistributedCTA,0,0,18,10,11,29.546875,0x4f63,29.53125,0x4f62
DistributedCTA,0,0,18,10,15,27.03125,0x4ec2,27.046875,0x4ec3
DistributedCTA,0,0,18,10,79,28.25,0x4f10,28.28125,0x4f12
DistributedCTA,0,0,18,26,43,30.421875,0x4f9b,30.40625,0x4f9a
DistributedCTA,0,0,18,26,91,28.6875,0x4f2c,28.671875,0x4f2b
DistributedCTA,0,0,18,26,95,29.96875,0x4f7e,29.953125,0x4f7d
DistributedCTA,0,0,18,42,43,30.125,0x4f88,30.109375,0x4f87
DistributedCTA,0,0,18,58,63,34.03125,0x5041,34.0625,0x5042
DistributedBlock,0,0,18,10,11,29.546875,0x4f63,29.53125,0x4f62
DistributedBlock,0,0,18,10,15,27.03125,0x4ec2,27.046875,0x4ec3
DistributedBlock,0,0,18,10,27,26.375,0x4e98,26.390625,0x4e99
DistributedBlock,0,0,18,26,107,29.0625,0x4f44,29.078125,0x4f45
DistributedBlock,0,0,18,42,79,30.859375,0x4fb7,30.828125,0x4fb5
DistributedBlock,0,0,18,58,43,32.5,0x5010,32.53125,0x5011
DistributedBlock,0,0,18,58,63,34.03125,0x5041,34.0625,0x5042
TwoLevelRoundRobin,0,0,19,11,9,35.0,0x5060,34.96875,0x505f
TwoLevelRoundRobin,0,0,19,27,9,34.78125,0x5059,34.8125,0x505a
TwoLevelRoundRobin,0,0,19,27,13,32.53125,0x5011,32.5625,0x5012
TwoLevelRoundRobin,0,0,19,75,61,31.03125,0x4fc2,31.015625,0x4fc1
TwoLevelRoundRobin,0,0,19,107,57,34.8125,0x505a,34.84375,0x505b
TwoLevelRoundRobin,0,0,19,107,61,31.421875,0x4fdb,31.453125,0x4fdd
GlobalRoundRobin,0,0,19,11,9,35.0,0x5060,34.96875,0x505f
GlobalRoundRobin,0,0,19,27,9,34.78125,0x5059,34.8125,0x505a
GlobalRoundRobin,0,0,19,27,13,32.53125,0x5011,32.5625,0x5012
GlobalRoundRobin,0,0,19,43,73,30.46875,0x4f9e,30.453125,0x4f9d
GlobalRoundRobin,0,0,19,75,61,31.03125,0x4fc2,31.015625,0x4fc1
Greedy,0,0,19,11,9,35.0,0x5060,34.96875,0x505f
Greedy,0,0,19,59,61,32.25,0x5008,32.21875,0x5007
Greedy,0,0,19,91,57,27.890625,0x4ef9,27.859375,0x4ef7
DistributedCTA,0,0,19,11,9,35.0,0x5060,34.96875,0x505f
DistributedCTA,0,0,19,27,41,30.125,0x4f88,30.1875,0x4f8c
DistributedCTA,0,0,19,27,93,32.4375,0x500e,32.46875,0x500f
DistributedCTA,0,0,19,43,45,30.421875,0x4f9b,30.4375,0x4f9c
DistributedCTA,0,0,19,59,61,32.25,0x5008,32.21875,0x5007
DistributedCTA,0,0,19,59,105,28.625,0x4f28,28.5625,0x4f24
DistributedBlock,0,0,19,11,9,35.0,0x5060,34.96875,0x505f
DistributedBlock,0,0,19,11,29,33.46875,0x502f,33.5,0x5030
DistributedBlock,0,0,19,27,105,31.875,0x4ff8,31.890625,0x4ff9
DistributedBlock,0,0,19,43,73,30.46875,0x4f9e,30.453125,0x4f9d
DistributedBlock,0,0,19,59,45,32.875,0x501c,32.84375,0x501b
DistributedBlock,0,0,19,59,61,32.25,0x5008,32.21875,0x5007
